ClassOrClub,BillingFirstName,BillingLastName,BillingCompany,BillingAddress,BillingAddress2,BillingCity,BillState,BillZipCode,BillCountry,BillPhone,BillEmail,BirthDate,ShipFirstName,ShipLastName,ShipCompany,ShipAddress,ShipAddress2,ShipCity,ShipState,ShipZipCode,ShipCountry,ShipPhone,ShipEmail,CCNumber,CCExpMonth,CCExpYear,NameOnCard,Pickup,PickupLocation,SignUpDate,OnHoldUntil,WineClubNotes,AccountNotes,Password,OptIn,TaxExempt,CustNum
Black Diamond,Natasha,Romanoff,,879 Ford Road,,St. Louis Park,MN,55426,UNITED STATES,479-086-4321,natasha@op.po,6/14/1985 0:00,Natasha,Romanoff,,879 Ford Road,,St. Louis Park,MN,55426,UNITED STATES,479-086-4321,natasha@op.po,,,,,Y,Tasting Room,1/20/2021 15:38,,"(Date: 2021-09-01 14:45:23.4782686, Author: Customer, Note: Reservation: 6:00 PM / Tad Radwell / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162753&#x0D;
	Order #: 3445&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	Tad Radwell&#x0D;
	444-444-4444&#x0D;
	tad@radwell.com&#x0D;
Notes: &#x0D;
	n/a)",,,N,N,9107
Consumer,Robby,Star,,,,,,,UNITED STATES,,robby@op.po,1/1/1960 0:00,Robby,Star,,703 Truett Drive,,Tallahassee,FL,32303,UNITED STATES,000-000-0000,robby@op.po,,,,,,,1/20/2021 15:57,,,"(Date: 2021-07-23 17:09:55.4314876, Author: Customer, Note: Reservation: 3:00 PM / Randy Bellisle / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 147371&#x0D;
	Order #: 3023&#x0D;
Contact Person&#x0D;
	Randy Bellisle&#x0D;
	206-399-6100&#x0D;
	Randybellisle@op.net&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9108
Manager,Evan,Taylor,,229 Silver Oak Drive,,Paso Robles,CA,93446,UNITED STATES,123-456-8906,evan@op.po,7/28/1974 0:00,,,,,,,,,UNITED STATES,,evan@op.po,,,,,Y,Winery,1/20/2021 19:26,,"(Date: 2021-09-01 14:43:53.8831205, Author: Customer, Note: Reservation: 6:00 PM / mark hegewald / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 09/11/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162752&#x0D;
	Order #: 3444&#x0D;
	Prepaid: $60.00&#x0D;
Contact Person&#x0D;
	mark hegewald&#x0D;
	206-224-2345&#x0D;
	hegewald@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-08-05 16:53:53.4027017, Author: Customer, Note: Reservation: 4:30 PM / Mark Ratzlaff / 1 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/06/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 1&#x0D;
	Reservation #: 152634&#x0D;
Contact Person&#x0D;
	Mark Ratzlaff&#x0D;
	333-333-3333&#x0D;
	hegewald@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,,N,N,9110
Black Diamond,Thomas,Noble,,280 Righton Lane,,Chattanooga,TN,37416,UNITED STATES,098-765-4321,tom@op.po,6/11/1993 0:00,Thomas,Noble,,280 Righton Lane,,Chattanooga,TN,37416,UNITED STATES,098-765-4321,tom@op.po,,,,,Y,Winery,1/20/2021 19:29,,,"(Date: 2021-08-05 10:06:24.9965100, Author: Customer, Note: Reservation: 4:30 PM / John Williams / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/07/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 152127&#x0D;
	Order #: 3081&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	John Williams&#x0D;
	454-545-5454&#x0D;
	23649236492@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9111
Consumer,Rob,Marquez,,29976 Pocahontas Court,,Paso Robles,CA,93446,UNITED STATES,167-345-0982,rob@op.po,11/18/1992 0:00,,,,,,,,,UNITED STATES,,rob@op.po,,,,,,,1/20/2021 19:33,,,"(Date: 2021-09-01 14:45:23.4782686, Author: Customer, Note: Reservation: 6:00 PM / Tad Radwell / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162753&#x0D;
	Order #: 3445&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	Tad Radwell&#x0D;
	444-444-4444&#x0D;
	tad@radwell.com&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9112
Black Diamond,Harry,Potter,,124 Hogwarts Circle,,Petaluma,CA,94954,UNITED STATES,345-789-0126,harry@po.op,9/10/1993 0:00,Harry,Potter,,124 Hogwarts Circle,,Petaluma,CA,94954,UNITED STATES,345-789-0126,harry@po.op,,,,,Y,Winery,1/20/2021 19:36,,"(Date: 2021-08-25 15:24:20.3539510, Author: LauraOP, Note: Birthday this weekend. Pre buy a bottle of bubbles)    (Date: 2021-08-25 10:03:09.4946534, Author: LauraOP, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/27/2021&#x0D;
	Time: 1:30 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 160045&#x0D;
	Order #: 3278&#x0D;
Contact Person&#x0D;
	Peter Parker&#x0D;
	123-432-6789&#x0D;
	peter@123.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-02-02 11:06:41.2560752, Author: LauraOP, Note: Approved 6 comp tastings)    (Date: 2021-01-20 15:50:47.1590552, Author: LauraOP, Note: Approved for 6 club tastings)","(Date: 2021-08-25 14:15:02.3766620, Author: Aztlan, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/25/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 160163&#x0D;
	Order #: 3314&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	180-579-8798&#x0D;
	laura.arvizu1@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9113
Consumer,Ron,Weasley,,127 Hogwarts Drive,,Rives Junction,MI,49277,UNITED STATES,679-023-4567,ron@op.po,12/12/1960 0:00,,,,,,,,,UNITED STATES,,ron@op.po,,,,,,,1/20/2021 19:40,,"(Date: 2021-07-23 17:09:55.4314876, Author: Customer, Note: Reservation: 3:00 PM / Randy Bellisle / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 147371&#x0D;
	Order #: 3023&#x0D;
Contact Person&#x0D;
	Randy Bellisle&#x0D;
	206-399-6100&#x0D;
	Randybellisle@op.net&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-09-01 14:47:29.7524349, Author: Customer, Note: Reservation: 3:00 PM / tad Radwelll / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162755&#x0D;
	Order #: 3446&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	tad Radwelll&#x0D;
	999-999-9999&#x0D;
	manager@oldoworldtastingroom.com&#x0D;
Notes: &#x0D;
	Test this out)",,N,N,9114
Black Diamond,Johnny,Bravo,,289 Muscles Trail,,Grand Forks,ND,2345,UNITED STATES,123-456-8907,johnny@op.po,8/20/1984 0:00,,,,,,,,,UNITED STATES,,johnny@op.po,,,,,Y,Winery,1/20/2021 19:44,,"(Date: 2021-07-23 06:11:07.4372894, Author: Customer, Note: Reservation: 2:00 PM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 146980&#x0D;
	Order #: 3019&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-23 06:09:50.9932282, Author: Customer, Note: Reservation: 11:00 AM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 11:00 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 146979&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-22 07:57:11.9721281, Author: Customer, Note: Reservation: 5:00 PM / Mihai Scutariu / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 146431&#x0D;
	Order #: 2976&#x0D;
	Prepaid: $88.08&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	test notes)    (Date: 2021-07-22 07:55:46.3037874, Author: Customer, Note: Reservation: 2:30 PM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 2:30 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: &#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 06:27:02.3166410, Author: Customer, Note: Reservation: 10:00 AM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/23/2021&#x0D;
	Time: 10:00 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 145629&#x0D;
	Order #: 2954&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 05:34:46.4591138, Author: Customer, Note: Reservation: 8:00 AM / Mihai Scutariu / 1 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/22/2021&#x0D;
	Time: 8:00 AM&#x0D;
	Guests: 1&#x0D;
	Reservation #: 145623&#x0D;
	Order #: 2953&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	211-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 05:00:30.6436450, Author: Customer, Note: Reservation: 11:30 AM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/23/2021&#x0D;
	Time: 11:30 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 145619&#x0D;
	Order #: 2952&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 04:51:33.9977694, Author: Customer, Note: Reservation: 11:15 AM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 11:15 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 145617&#x0D;
	Order #: 2951&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 03:27:21.5679838, Author: Customer, Note: Reservation: 12:00 PM / Mihai Scutariu / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 12:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 145609&#x0D;
	Order #: 2949&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	111-111-1111&#x0D;
	mihai.sc@orderport.net&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-08-25 14:15:02.3766620, Author: Aztlan, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/25/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 160163&#x0D;
	Order #: 3314&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	180-579-8798&#x0D;
	laura.arvizu1@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9116
Black Diamond,Austin,Powers,,12 Groovy Way,,Greenville,SC,29617,UNITED STATES,122-890-7654,austin@op.po,6/9/1969 0:00,Austin,Powers,,12 Groovy Way,,Greenville,SC,29617,UNITED STATES,122-890-7654,austin@op.po,,,,,Y,Tasting Room,1/20/2021 19:48,,"(Date: 2021-07-29 10:16:02.5148868, Author: Customer, Note: Reservation: 4:00 PM / Tommy Harris / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149427&#x0D;
	Order #: 3063&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Harris&#x0D;
	156-456-5645&#x0D;
	tommy2342342@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,,N,N,9117
Black Diamond,Brittany,Spears,,12 Crossroads Boulevard,,Carmel-by-the-Sea,CA,93923,UNITED STATES,567-890-4321,brittany@op.po,10/23/1992 0:00,,,,,,,,,UNITED STATES,,brittany@op.po,,,,,Y,Winery,1/20/2021 19:52,,,"(Date: 2021-07-29 09:52:01.1483567, Author: Customer, Note: Reservation: 4:00 PM / Tommy Lewis / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 149410&#x0D;
	Order #: 3062&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Lewis&#x0D;
	512-555-5555&#x0D;
	tommy234234@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9118
Friends and Family,Ziggy,Stardust,,12 Bowie Place,,Irvine,CA,92602,UNITED STATES,389-076-5421,Ziggy@op.po,4/16/1997 0:00,Ziggy,Stardust,,12 Bowie Place,,Irvine,CA,92602,UNITED STATES,389-076-5421,Ziggy@op.po,,,,,Y,Tasting Room,1/20/2021 19:58,,,"(Date: 2021-09-01 14:47:29.7524349, Author: Customer, Note: Reservation: 3:00 PM / tad Radwelll / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162755&#x0D;
	Order #: 3446&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	tad Radwelll&#x0D;
	999-999-9999&#x0D;
	manager@oldoworldtastingroom.com&#x0D;
Notes: &#x0D;
	Test this out)",,N,N,9119
Consumer,Sally,Mae,,1245 Spring Street,,Paso Robles,CA,93446,UNITED STATES,123-456-7890,sally@op.po,5/25/1992 0:00,,,,,,,,,UNITED STATES,,sally@op.po,,,,,,,1/21/2021 10:56,,,,,N,N,9132
Black Diamond,Anna,Goldman,,,,,,,UNITED STATES,,anna@op.po,1/1/1960 0:00,Anna,Goldman,,12367 California 33,,Gustine,CA,95322,UNITED STATES,890-765-4321,anna@op.po,,,,,Y,Tasting Room,1/22/2021 18:21,,,"(Date: 2021-07-22 14:01:32.2421705, Author: Customer, Note: Reservation: 2:00 PM / Carlos Reiner / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 146701&#x0D;
	Order #: 3014&#x0D;
Contact Person&#x0D;
	Carlos Reiner&#x0D;
	125-331-4896&#x0D;
	cpjr90@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9139
Black Diamond,Steve,Rogers,,456 Brooklyn Avenue,,Brooklyn,NY,11225,UNITED STATES,123-456-7890,steve@op.po,1/1/1960 0:00,Steve,Rogers,,,,,,,UNITED STATES,123-456-7890,steve@op.po,,,,,Y,Tasting Room,1/27/2021 13:10,,"(Date: 2021-07-29 10:16:02.5148868, Author: Customer, Note: Reservation: 4:00 PM / Tommy Harris / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149427&#x0D;
	Order #: 3063&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Harris&#x0D;
	156-456-5645&#x0D;
	tommy2342342@orderport.net&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-08-25 15:24:20.3539510, Author: LauraOP, Note: Birthday this weekend. Pre buy a bottle of bubbles)    (Date: 2021-08-25 10:03:09.4946534, Author: LauraOP, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/27/2021&#x0D;
	Time: 1:30 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 160045&#x0D;
	Order #: 3278&#x0D;
Contact Person&#x0D;
	Peter Parker&#x0D;
	123-432-6789&#x0D;
	peter@123.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-02-02 11:06:41.2560752, Author: LauraOP, Note: Approved 6 comp tastings)    (Date: 2021-01-20 15:50:47.1590552, Author: LauraOP, Note: Approved for 6 club tastings)",,N,N,9160
Black Diamond,Jessica,Jones,,234 North Bethel Road,,Templeton,CA,93465,UNITED STATES,908-765-4321,jessica@op.po,,Jessica,Jones,,234 North Bethel Road,,Templeton,CA,93465,UNITED STATES,908-765-4321,jessica@op.po,,,,,Y,Tasting Room,1/27/2021 13:39,,"(Date: 2021-04-19 13:24:57.6661974, Author: natpayne123, Note: Loves red wine)","(Date: 2021-08-06 13:10:14.1804689, Author: Customer, Note: Reservation: 9:30 AM / Michelle Fanton / 2 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/19/2021&#x0D;
	Time: 9:30 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 152943&#x0D;
Contact Person&#x0D;
	Michelle Fanton&#x0D;
	607-280-8630&#x0D;
	Mishnmash1@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9162
Black Diamond,Damien,Dhark,,2380 Adobe Road,,Paso Robles,CA,93446,UNITED STATES,765-432-1890,damien@op.po,,Damien,Dhark,,2380 Adobe Road,,Paso Robles,CA,93446,UNITED STATES,765-432-1890,damien@op.po,,,,,Y,Winery,1/27/2021 13:43,,,"(Date: 2021-08-16 09:22:50.9421508, Author: LauraOP, Note: Brothers wife. Always comp tastings and give 20%)",,Y,N,9165
Friends and Family,Oliver,Queen,,268 Starling Drive,,Paso Robles,CA,93446,UNITED STATES,123-456-7890,arrow@op.po,,Oliver,Queen,,1254 1st,,Paso,CA,93446,UNITED STATES,123-456-7890,arrow@op.po,,,,,Y,Tasting Room,1/27/2021 14:08,,"(Date: 2021-09-01 14:45:23.4782686, Author: Customer, Note: Reservation: 6:00 PM / Tad Radwell / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162753&#x0D;
	Order #: 3445&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	Tad Radwell&#x0D;
	444-444-4444&#x0D;
	tad@radwell.com&#x0D;
Notes: &#x0D;
	n/a)",,,N,N,9167
Black Diamond,Andy,Mints,,,,,,,UNITED STATES,,andy@op.po,1/1/1960 0:00,Andy,Mints,,,,,,,UNITED STATES,123-456-7890,,,,,,Y,Tasting Room,1/27/2021 14:38,,"(Date: 2021-08-25 15:24:20.3539510, Author: LauraOP, Note: Birthday this weekend. Pre buy a bottle of bubbles)    (Date: 2021-08-25 10:03:09.4946534, Author: LauraOP, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/27/2021&#x0D;
	Time: 1:30 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 160045&#x0D;
	Order #: 3278&#x0D;
Contact Person&#x0D;
	Peter Parker&#x0D;
	123-432-6789&#x0D;
	peter@123.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-02-02 11:06:41.2560752, Author: LauraOP, Note: Approved 6 comp tastings)    (Date: 2021-01-20 15:50:47.1590552, Author: LauraOP, Note: Approved for 6 club tastings)","(Date: 2021-07-29 12:39:11.1260160, Author: Customer, Note: Reservation: 3:00 PM / Bonnie Kakos / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/14/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 149504&#x0D;
	Order #: 3064&#x0D;
Contact Person&#x0D;
	Bonnie Kakos&#x0D;
	805-226-4005&#x0D;
	bonnie@pianettawinery.com&#x0D;
Notes: &#x0D;
	Can not wait)",,Y,N,9171
Rope Rider,Case Test,Tester,,,,,,,UNITED STATES,,casetest@op.net,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,Y,Tasting Room,2/1/2021 17:36,,,"(Date: 2021-08-05 09:23:12.6571949, Author: Customer, Note: Reservation: 4:30 PM / Harry Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 152108&#x0D;
	Order #: 3080&#x0D;
Contact Person&#x0D;
	Harry Huff&#x0D;
	512-555-5555&#x0D;
	harry242222@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9189
Consumer,Billy,Banner,,5678 West Tapps Highway East,,Bonney Lake,WA,98391,UNITED STATES,789-666-6666,Billybanner@op.net,1/1/1960 0:00,Billy,Banner,,4534 South Warner Street,,Tacoma,WA,98409,UNITED STATES,206-399-6100,Billybanner@op.net,,,,,,,2/2/2021 21:15,,,,,N,N,9199
Manager,Fred,Farmer,,316 Martin Luther King Junior Way,,Tacoma,WA,98405,UNITED STATES,453-222-2111,fredfarmer@op.net,,Fred,Farmer,,316 Martin Luther King Junior Way,,Tacoma,WA,98405,UNITED STATES,453-222-2111,fredfarmer@op.net,,,,,Y,Winery,2/3/2021 12:20,,"(Date: 2021-08-16 09:22:50.9421508, Author: LauraOP, Note: Brothers wife. Always comp tastings and give 20%)","(Date: 2021-08-09 11:46:32.4130916, Author: Customer, Note: Reservation: 6:00 PM / Lisa Smith / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 154151&#x0D;
	Order #: 3162&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Lisa Smith&#x0D;
	205-555-3488&#x0D;
	lisasmith212@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9217
