Cust #,BillFirstName,BillLastName,BillEmail,BillCompany,BillAddress,BillAddress2,BillCity,BillState,BillZip,BillCountry,BillPhone,BillFax,ShipFirstName,ShipLastName,ShipEmail,ShipCompany,ShipAddress,ShipAddress2,ShipCity,ShipState,ShipZip,ShipCountry,ShipPhone,ShipFax,Custom Discount,Cust. Class,OptIn,TaxExempt,AccountNotes,Date Added,AdditionalEmails,Dob,ShipBirthDate,TaxFreeDrivingLicense,TaxFreeDrivingLicenseExpDate,TaxFreeLastName,TaxFreeFirstName,TaxFreeStateAbbrev,TabcNumber,SourceCodes,LoyaltyPointsAvailable,TotalCustomerValue,MemberAccountAvailableBalance
9523,Rick,Burger,rickburger@op.net,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,4/11/2021 11:22:58 AM,,1/1/1960 12:00:00 AM,,,,,,,,,0,,
9526,Terry,Todd,terrytodd@op.net,,1287 120th Avenue Northeast,,Bellevue,WA,98005,UNITED STATES,234-543-2121,,Terry,Todd,terrytodd@op.net,,1287 120th Avenue Northeast,,Bellevue,WA,98005,UNITED STATES,234-543-2121,,,Consumer,No,No,,4/12/2021 8:21:58 AM,,1/1/1966 12:00:00 AM,1/1/1966 12:00:00 AM,,,,,,,,0,95.2,
9532,Calvin,Klein,calvin@op.po,,234 Kleinpell Avenue,,Bakersfield,CA,93309,UNITED STATES,123-654-7890,,Calvin,Klein,calvin@op.po,,234 Kleinpell Avenue,,Bakersfield,CA,93309,UNITED STATES,123-654-7890,,,Gold Club,Yes,No,,4/12/2021 1:24:07 PM,,4/17/1980 12:00:00 AM,4/17/1980 12:00:00 AM,,,,,,,,11860,2501,
9534,Lady,Gaga,monster@gaga.com,,333 Lakeside Drive,,Foster City,CA,94404,UNITED STATES,233-577-7999,,Lady,Gaga,monster@gaga.com,,333 Lakeside Drive,,Foster City,CA,94404,UNITED STATES,233-577-7999,,,Gold Club,Yes,No,,4/12/2021 1:41:32 PM,,7/16/1983 12:00:00 AM,7/16/1983 12:00:00 AM,,,,,,,,13228,2645.52,
9536,Brent,Burns,brentburns@op.net,,3717 n 34th st,,Tacoma,WA,98407,UNITED STATES,456-777-7888,,Brent,Burns,brentburns@op.net,,3717 n 34th st,,Tacoma,WA,98407,UNITED STATES,456-777-7888,,,Consumer,No,No,,4/12/2021 1:49:40 PM,,10/1/1960 12:00:00 AM,10/1/1960 12:00:00 AM,,,,,,,,0,,
9540,Jack,Black,jack@black.com,,333 Tropical Avenue,,Pasadena,CA,91107,UNITED STATES,234-765-8901,,Jack,Black,jack@black.com,,333 Tropical Avenue,,Pasadena,CA,91107,UNITED STATES,234-765-8901,,,Gold Club,Yes,No,,4/13/2021 9:52:12 AM,,5/26/1960 12:00:00 AM,5/26/1960 12:00:00 AM,,,,,,,,11860,2732.9,
9544,Ginger,Rogers,gingerrogers@op.net,,5679 Southeast International Way,,Milwaukie,OR,97222,UNITED STATES,456-777-8888,,Ginger,Rogers,gingerrogers@op.net,,5679 Southeast International Way,,Milwaukie,OR,97222,UNITED STATES,456-777-8888,,,Silver Club,Yes,No,,4/13/2021 11:51:37 AM,,1/1/1947 12:00:00 AM,1/1/1947 12:00:00 AM,,,,,,,,4796,1511.1,
9546,Jay,Jacobs,Jjacobs@op.net,,4563 162nd Ln SE,,Bellevue,WA,98006,UNITED STATES,234-543-2121,,Jay,Jacobs,jjacobs@op.net,,4598 Klahanie Drive Southeast,,Issaquah,WA,98029,UNITED STATES,206-399-6100,,,Consumer,No,No,,4/13/2021 11:59:00 AM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,0,33,
9559,Rick,Belisle,rick@ordderport.com,,3717 North 34th Street,,Tacoma,WA,98407,UNITED STATES,206-399-6100,,Rick,Belisle,rick@ordderport.com,,3717 North 34th Street,,Tacoma,WA,98407,UNITED STATES,206-399-6100,,,Consumer,No,No,,4/14/2021 4:10:46 PM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,0,118,
9560,Yeti,Yellow,yetiyellow@op.net,,5674 South Thompson Avenue,,Tacoma,WA,98408,UNITED STATES,206-456-7621,,Yeti,Yellow,yetiyellow@op.net,,5674 South Thompson Avenue,,Tacoma,WA,98408,UNITED STATES,206-456-7621,,,Consumer,No,No,,4/14/2021 5:23:25 PM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,0,,
9564,Abe,Lincoln,abe@orderport.net,,,,,,,UNITED STATES,206-464-1151,,,,,,,,,,,UNITED STATES,,,,Silver Club,Yes,No,"(Date: 2021-04-19 13:24:57.6661974, Author: natpayne123, Note: Loves red wine)",4/19/2021 12:58:35 PM,,1/1/1960 12:00:00 AM,,,,,,,,,0,,
9567,Betty,Bellevue,bbellevue@op.net,,4573 Southeast Firmont Drive,,Port Orchard,WA,98367,UNITED STATES,456-321-4444,,Betty,Bellevue,bbellevue@op.net,,4573 Southeast Firmont Drive,,Port Orchard,WA,98367,UNITED STATES,456-321-4444,,,Silver Club,Yes,No,,4/21/2021 9:11:35 AM,,1/1/1951 12:00:00 AM,1/1/1951 12:00:00 AM,,,,,,,,4796,1486.45,
9578,Sean,Corder,sean.corder@gmail.com,,,,,,,UNITED STATES,8707618549,,Sean,Corder,sean.corder@gmail.com,,,,,,,UNITED STATES,8707618549,,,Consumer,No,No,,4/23/2021 7:41:59 AM,,,,,,,,,,,0,,
9582,Dolly,Parton,dolly@op.com,,2456 Creston Road,,Paso Robles,CA,93446,UNITED STATES,234-567-8901,,Dolly,Parton,dolly@op.com,,2456 Creston Road,,Paso Robles,CA,93446,UNITED STATES,234-567-8901,,,Gold Club,Yes,No,,4/26/2021 10:17:29 AM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,11860,2372,
9592,Tim,Alabama,timalabama@orderport.net,,414 Hambaugh Ave,,Birmingham,AL,35209,UNITED STATES,222-222-2222,,Tim,Alabama,timalabama@orderport.net,,414 Hambaugh Ave,,Birmingham,AL,35209,UNITED STATES,222-222-2222,,,Gold Club,No,No,,5/4/2021 3:35:42 PM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,304,98.8,
9593,Rick,Tuesday,Ricktuesday@op.net,,,,,,,UNITED STATES,456-333-2222,,,,,,,,Bellevue,WA,98006,UNITED STATES,,,,Consumer,No,No,,5/6/2021 2:20:53 PM,,1/1/1960 12:00:00 AM,,,,,,,,,0,0,
9594,Yuri,Smith,yurismith@op.net,,3498 SW Firdrona Ln N,,Port Orchard,WA,98367,UNITED STATES,345-223-4678,,Yuri,Smith,yurismith@op.net,,3498 SW Firdrona Ln N,,Port Orchard,WA,98367,UNITED STATES,345-223-4678,,,Consumer,No,No,,5/6/2021 2:35:48 PM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,0,95.2,
9605,Laura,Arvizu,laura.arvizu1@gmail.com,,1246 2nd St SW,,Cullman,AL,35055,UNITED STATES,180-579-8798,,Laura,Arvizu,laura.arvizu1@gmail.com,,1246 2nd St SW,,Cullman,AL,35055,UNITED STATES,180-579-8798,,,Consumer,Yes,No,"(Date: 2021-08-25 14:15:02.3766620, Author: Aztlan, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/25/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 160163&#x0D;
	Order #: 3314&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	180-579-8798&#x0D;
	laura.arvizu1@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",5/10/2021 10:39:20 AM,,1/7/1995 12:00:00 AM,1/7/1995 12:00:00 AM,,,,,,,,0,20,
9606,Lo,RVZOO,lo@order.po,,1246 2nd St SW,,Cullman,AL,35055,UNITED STATES,180-579-8798,,Lo,RVZOO,lo@order.po,,1246 2nd St SW,,Cullman,AL,35055,UNITED STATES,180-579-8798,,,Consumer,Yes,No,,5/11/2021 10:17:33 AM,,6/5/1987 12:00:00 AM,6/5/1987 12:00:00 AM,,,,,,,,0,,
9627,Grant,Gold,grantgold@op.net,,56743 Dancing Rock Loop,,Bend,OR,97707,UNITED STATES,206-567-8976,,Grant,Gold,grantgold@op.net,,56743 Dancing Rock Loop,,Bend,OR,97707,UNITED STATES,206-567-8976,,,Silver Club,Yes,No,,5/12/2021 8:07:53 AM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,4796,1199.35,
9636,Greg,Sparks,gregsparks@op.net,,4567 35th Ave S,,Seattle,WA,98118,UNITED STATES,345-333-2222,,Greg,Sparks,gregsparks@op.net,,4567 35th Ave S,,Seattle,WA,98118,UNITED STATES,345-333-2222,,,Consumer,No,No,,5/12/2021 10:40:09 AM,,1/1/1963 12:00:00 AM,1/1/1963 12:00:00 AM,,,,,,,,0,10,
9640,Todd,Dogg,Todddogg@op.net,,,,,,,UNITED STATES,234-564-4444,,,,,,,,,,,UNITED STATES,,,,Consumer,No,No,,5/14/2021 9:13:47 AM,,1/1/1960 12:00:00 AM,,,,,,,,,0,,
9642,Nora,Jones,nora@jones.com,,1234 3rd St N,,Birmingham,AL,35204,UNITED STATES,132-345-6789,,Nora,Jones,nora@jones.com,,1234 3rd St N,,Birmingham,AL,35204,UNITED STATES,132-345-6789,,,Consumer,Yes,No,,5/17/2021 9:21:22 AM,,5/3/1988 12:00:00 AM,5/3/1988 12:00:00 AM,,,,,,,,0,,
9650,Tim,Happy,tim@happy.com,,5674 South Thompson Avenue,,Tacoma,WA,98408,UNITED STATES,444-444-4444,,,,,,,,,,,UNITED STATES,,,,Subscription Club,No,No,,5/20/2021 12:34:00 PM,,1/1/1960 12:00:00 AM,,,,,,,,,0,,45
9651,Brett,Belle,brettbelle@op.net,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,5/20/2021 2:31:14 PM,,1/1/1960 12:00:00 AM,,,,,,,,,0,,
9652,Terry,Tomb,terrytomb@op.net,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,No,No,,5/20/2021 2:33:37 PM,,1/1/1960 12:00:00 AM,,,,,,,,,0,,
9658,Test,Testimonial,testingtesting123@op.net,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,No,No,,5/25/2021 12:45:46 PM,,1/1/1960 12:00:00 AM,,,,,,,,,0,,
9660,Betty,Blue,bettyblue@op.net,,5645 South Washington Street,,Tacoma,WA,98409,UNITED STATES,456-234-8888,,Betty,Blue,bettyblue@op.net,,5645 South Washington Street,,Tacoma,WA,98409,UNITED STATES,456-234-8888,,,Subscription Club,No,No,,5/26/2021 9:12:26 AM,,1/1/1971 12:00:00 AM,1/1/1971 12:00:00 AM,,,,,,,,0,,45
9661,Ray,Leroy,rayleroy@op.net,,6798 48th Avenue Southwest,,Seattle,WA,98136,UNITED STATES,459-876-6655,,Ray,Leroy,rayleroy@op.net,,6798 48th Avenue Southwest,,Seattle,WA,98136,UNITED STATES,459-876-6655,,,Consumer,No,No,,5/26/2021 9:15:43 AM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,0,,0
9663,Brenda,Black,brendablack@op.net,,4532 44th St NE,,Tacoma,WA,98422,UNITED STATES,456-432-1876,,Brenda,Black,brendablack@op.net,,4532 44th St NE,,Tacoma,WA,98422,UNITED STATES,456-432-1876,,,Subscription Club,No,No,,5/26/2021 11:08:33 AM,,1/1/1966 12:00:00 AM,1/1/1966 12:00:00 AM,,,,,,,,0,,180
9680,Rick,Bird,rickbird@op.net,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,6/3/2021 10:31:46 AM,,1/1/1960 12:00:00 AM,,,,,,,,,0,,
9684,Robin,Bills,Robinbills@op.net,,,,,,,UNITED STATES,,,,,,,,,Bellevue,WA,98006,UNITED STATES,,,,Case Club,Yes,No,,6/8/2021 11:51:22 AM,,1/1/1960 12:00:00 AM,,,,,,,,,0,615.6,
9685,Barney,Bills,Barneybills@op.net,,,,,,,UNITED STATES,,,,,,,,,Bellevue,WA,98006,UNITED STATES,,,,Case Club,Yes,No,,6/8/2021 1:26:23 PM,,1/1/1960 12:00:00 AM,,,,,,,,,0,172.8,
9702,Paul,Walker,paul@walker.com,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,6/23/2021 10:10:14 AM,,,,,,,,,,,0,,
9704,Bob,Jones,bob@jones.po,,,,,,,UNITED STATES,123-456-6890,,,,,,,,,,,UNITED STATES,,,,Gold Club,Yes,No,,6/23/2021 10:14:42 AM,,1/1/1960 12:00:00 AM,,,,,,,,,0,194,
9716,Richard,Belisle,rick@orderport.edu,,3717 South Ainsworth Avenue,,Tacoma,WA,98418,UNITED STATES,206-399-6100,,Richard,Belisle,rick@orderport.edu,,3717 South Ainsworth Avenue,,Tacoma,WA,98418,UNITED STATES,206-399-6100,,,Subscription Club,Yes,No,,7/2/2021 8:50:50 AM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,0,37,45
9723,Luna,Lovegood,luna@love.co,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,7/9/2021 12:06:53 PM,,,,,,,,,,,0,,
9725,Ron,Weasley,ron@weasley.op,,,,,,,UNITED STATES,123-456-4321,,,,,,,,,,,UNITED STATES,,,,Gold Club,Yes,No,,7/12/2021 11:14:58 AM,,8/20/1980 12:00:00 AM,,,,,,,,,0,,
9742,Tina,Turner,tina@turner.com,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,7/16/2021 1:48:46 PM,,,,,,,,,,,0,,
9743,Joe,Black,joe@black.co,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,7/16/2021 1:48:58 PM,,,,,,,,,,,0,,
9750,Kkk,Kkk,test@gmail.com,,5202 greenwood ave n,,SEattle,WA,98101,UNITED STATES,999-999-9999,,Kkk,Kkk,test@gmail.com,,5202 greenwood ave n,,SEattle,WA,98101,UNITED STATES,999-999-9999,,,Silver Club,Yes,No,,7/16/2021 7:29:16 PM,,11/15/1986 12:00:00 AM,11/15/1986 12:00:00 AM,,,,,,,Other;,1631,408,
9752,Maggie,York,maggie.y@oderport.net,,,,,,,UNITED STATES,666-666-6666,,Maggie,York,maggie.y@oderport.net,,,,,,,UNITED STATES,666-666-6666,,,Consumer,Yes,No,"(Date: 2021-07-20 08:49:23.6012264, Author: Customer, Note: Reservation: 11:15 AM / maggie york / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 11:15 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 145651&#x0D;
	Order #: 2955&#x0D;
Contact Person&#x0D;
	maggie york&#x0D;
	666-666-6666&#x0D;
	maggie.y@oderport.net&#x0D;
Notes: &#x0D;
	n/a)",7/20/2021 8:49:22 AM,,,,,,,,,,,0,0,
9753,Carlos,Reiner,carlos@orderport.net,,123 Main Street,,Seattle,WA,98070,UNITED STATES,125-331-4896,,Carlos,Reiner,carlos@orderport.net,,123 Main Street,,Seattle,WA,98070,UNITED STATES,125-331-4896,,,Consumer,No,No,"(Date: 2021-08-04 15:10:39.9460554, Author: Customer, Note: Reservation: 1:00 PM / Carlos Reiner / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/21/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 151879&#x0D;
	Order #: 3079&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Carlos Reiner&#x0D;
	125-555-4896&#x0D;
	carlos@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-20 11:35:11.4967398, Author: Customer, Note: Reservation: 1:00 PM / Carlos Reiner / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 145725&#x0D;
	Order #: 2956&#x0D;
Contact Person&#x0D;
	Carlos Reiner&#x0D;
	125-331-4896&#x0D;
	cpjr90@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",7/20/2021 11:35:10 AM,,1/6/1989 12:00:00 AM,1/6/1989 12:00:00 AM,,,,,,,,0,30,
9754,Joe,Shmo,joe@shmo.com,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,7/21/2021 9:25:09 AM,,,,,,,,,,,0,,
9756,Tod,Yetty,rick@orderport.net,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,7/21/2021 10:07:23 AM,,,,,,,,,,,0,,
9757,Mihai,Scutariu,mihai.scutariu@gmail.com,,,,,,,UNITED STATES,074-002-6440,,Mihai,Scutariu,mihai.scutariu@gmail.com,,,,,,,UNITED STATES,074-002-6440,,,Consumer,Yes,No,"(Date: 2021-07-21 10:08:42.2707065, Author: Customer, Note: Reservation: 1:00 PM / Mihai Scutariu / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 146043&#x0D;
	Order #: 2960&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Mihai Scutariu&#x0D;
	074-002-6440&#x0D;
	mihai.scutariu@gmail.com&#x0D;
Notes: &#x0D;
	test)",7/21/2021 10:08:35 AM,,,,,,,,,,,0,219,
9763,Lauren,Rava,lo@rava.com,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,7/21/2021 10:58:11 AM,,,,,,,,,,,0,,
9765,Guest,Customer,guest@c.com,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,7/21/2021 12:56:09 PM,,,,,,,,,,,0,,
9768,Laura,Stone,laura@stone.com,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,7/22/2021 8:10:43 AM,,,,,,,,,,,0,,
9771,Carlos,Reiner,cpjr90@gmail.com,,10213 SW Cove Rd,,VASHON,WA,98070,UNITED STATES,125-331-4896,,Carlos,Reiner,cpjr90@gmail.com,,10213 SW Cove Rd,,VASHON,WA,98070,UNITED STATES,125-331-4896,,,Gold Club,Yes,No,"(Date: 2021-08-25 14:09:46.3787095, Author: Aztlan, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/25/2021&#x0D;
	Time: 3:15 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 160159&#x0D;
	Order #: 3313&#x0D;
Contact Person&#x0D;
	Carlos Reiner&#x0D;
	125-331-4896&#x0D;
	cpjr90@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",7/22/2021 10:39:43 AM,,12/12/1991 12:00:00 AM,12/12/1991 12:00:00 AM,,,,,,,,100,20,
9772,Tim,Huff,timh@orderport.net,,8240 126th Ave NE,,Kirkland,WA,98033,UNITED STATES,555-555-5555,,Tim,Huff,timh@orderport.net,,8240 126th Ave NE,,Kirkland,WA,98033,UNITED STATES,555-555-5555,,,Consumer,Yes,No,"(Date: 2021-08-26 09:13:05.5852674, Author: Customer, Note: Reservation: 3:00 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 160398&#x0D;
	Order #: 3375&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-29 09:49:58.6886527, Author: Customer, Note: Reservation: 6:00 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/30/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149409&#x0D;
	Order #: 3061&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-29 09:20:51.0685510, Author: Customer, Note: Reservation: 4:30 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149385&#x0D;
	Order #: 3060&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-22 13:56:52.4358612, Author: Customer, Note: Reservation: 3:00 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: &#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	testing reservation update)",7/22/2021 1:56:52 PM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,0,140,
9774,Taryn,Pearl,taryn@pearl.net,,358 Quail Summit,,Paso Robles,CA,93446,UNITED STATES,123-567-8903,,Taryn,Pearl,taryn@pearl.net,,358 Quail Summit,,Paso Robles,CA,93446,UNITED STATES,123-567-8903,,,Silver Club,No,No,,7/22/2021 4:37:10 PM,"nick@pearl.net,",1/20/1980 12:00:00 AM,1/20/1980 12:00:00 AM,,,,,,,,0,,90
9777,Deb,Marc,deb@marc.com,,,,,,,UNITED STATES,,,,,,,,,,,,UNITED STATES,,,,Consumer,Yes,No,,7/23/2021 12:07:54 PM,,,,,,,,,,,0,,
9779,Mike,Mall,mikemall@op.net,,3717 North Ravenswood Avenue,,Chicago,IL,60613,UNITED STATES,345-678-9777,,Mike,Mall,mikemall@op.net,,3717 North Ravenswood Avenue,,Chicago,IL,60613,UNITED STATES,345-678-9777,,,Silver Club,Yes,No,,7/23/2021 3:25:56 PM,,1/1/1960 12:00:00 AM,1/1/1960 12:00:00 AM,,,,,,,,376,93.95,
9780,Rick,Balile,Rbalile@op.net,,,,,,,UNITED STATES,206-399-6100,,Rick,Balile,Rbalile@op.net,,,,,,,UNITED STATES,206-399-6100,,,Consumer,No,No,"(Date: 2021-07-23 17:07:26.7002200, Author: Customer, Note: Reservation: 11:00 AM / Rick Balile / 2 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 07/28/2021&#x0D;
	Time: 11:00 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 147370&#x0D;
Contact Person&#x0D;
	Rick Balile&#x0D;
	206-399-6100&#x0D;
	Rbalile@op.net&#x0D;
Notes: &#x0D;
	Need wheelchair access)",7/23/2021 5:07:26 PM,,,,,,,,,,,0,,
9781,Randy,Bellisle,Randybellisle@op.net,,,,,,,UNITED STATES,206-399-6100,,Randy,Bellisle,Randybellisle@op.net,,,,,,,UNITED STATES,206-399-6100,,,Consumer,Yes,No,"(Date: 2021-07-23 17:09:55.4314876, Author: Customer, Note: Reservation: 3:00 PM / Randy Bellisle / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 147371&#x0D;
	Order #: 3023&#x0D;
Contact Person&#x0D;
	Randy Bellisle&#x0D;
	206-399-6100&#x0D;
	Randybellisle@op.net&#x0D;
Notes: &#x0D;
	n/a)",7/23/2021 5:09:54 PM,,,,,,,,,,,0,0,
9783,Timmy,Huff,timh888@orderport.net,,,,,,,UNITED STATES,456-456-8435,,Timmy,Huff,timh888@orderport.net,,,,,,,UNITED STATES,456-456-8435,,,Consumer,Yes,No,"(Date: 2021-07-27 15:15:52.0024687, Author: Customer, Note: Reservation: 4:30 PM / Timmy Huff / 6 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 148828&#x0D;
	Order #: 3059&#x0D;
	Prepaid: $132.12&#x0D;
Contact Person&#x0D;
	Timmy Huff&#x0D;
	456-456-8435&#x0D;
	timh888@orderport.net&#x0D;
Notes: &#x0D;
	test message)",7/27/2021 3:15:48 PM,,,,,,,,,,,0,120,
9784,Tommy,Lewis,tommy234234@orderport.net,,,,,,,UNITED STATES,512-555-5555,,Tommy,Lewis,tommy234234@orderport.net,,,,,,,UNITED STATES,512-555-5555,,,Consumer,No,No,"(Date: 2021-07-29 09:52:01.1483567, Author: Customer, Note: Reservation: 4:00 PM / Tommy Lewis / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 149410&#x0D;
	Order #: 3062&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Lewis&#x0D;
	512-555-5555&#x0D;
	tommy234234@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",7/29/2021 9:51:53 AM,,,,,,,,,,,0,60,
9785,Tommy,Harris,tommy2342342@orderport.net,,,,,,,UNITED STATES,156-456-5645,,Tommy,Harris,tommy2342342@orderport.net,,,,,,,UNITED STATES,156-456-5645,,,Consumer,No,No,"(Date: 2021-07-29 10:16:02.5148868, Author: Customer, Note: Reservation: 4:00 PM / Tommy Harris / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149427&#x0D;
	Order #: 3063&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Harris&#x0D;
	156-456-5645&#x0D;
	tommy2342342@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",7/29/2021 10:15:54 AM,,,,,,,,,,,0,60,
9786,Bonnie,Kakos,bonnie@pianettawinery.com,,,,,,,UNITED STATES,805-226-4005,,Bonnie,Kakos,bonnie@pianettawinery.com,,,,,,,UNITED STATES,805-226-4005,,,Consumer,No,No,"(Date: 2021-07-29 12:39:11.1260160, Author: Customer, Note: Reservation: 3:00 PM / Bonnie Kakos / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/14/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 149504&#x0D;
	Order #: 3064&#x0D;
Contact Person&#x0D;
	Bonnie Kakos&#x0D;
	805-226-4005&#x0D;
	bonnie@pianettawinery.com&#x0D;
Notes: &#x0D;
	Can not wait)",7/29/2021 12:39:10 PM,,,,,,,,,,,0,0,
